type,arrival time,process_time0,process_time1,process_time2,process_time3,process_time4,process_time5,process_time6,process_time7,process_time8,process_time9,process_time10,process_time11,process_time12,process_time13,process_time14,process_time15,process_time16,process_time17,process_time18,process_time19,due dates
132.0,1.0,15.954360685432032,15.727910508782893,16.959844196923182,11.760141428450224,15.476188547095683,16.118587639251608,14.76047531797704,16.937333763500266,14.806546036132275,18.906800199670165,18.44616652214488,16.80534959286779,17.448215345372247,15.252567544708347,18.548319621810744,17.15338029088968,17.10647345994758,14.846880923436997,14.46032951924142,16.95768488934363,31.0
19.0,7.0,65.633410592834,62.67059829785469,67.11011159304735,68.4277215155149,66.91209215614138,70.94748353503836,69.5042892875921,68.54372904606966,69.37420245926572,69.46074668976888,66.67769062196498,69.9388411575337,66.45370897502434,72.08068910421174,66.26504481568887,65.93950037469148,70.39076830832087,71.3746343362437,70.65488027839213,68.76722119623861,143.0
56.0,7.0,35.10191548292584,37.00211790869916,38.734643795197115,38.73059543195402,38.87931388480803,37.02152216276129,33.1246249298095,34.15979196330207,37.159562397763175,42.895684348602884,37.79054076377583,34.62539951552039,36.77951340046082,36.75369532466219,38.17447688750409,37.9760273131201,37.25436444949755,36.10761698335567,39.420366030253014,37.42286570534904,81.0
30.0,14.0,78.5678973772667,79.3766938663987,86.57930963741387,80.2589670903494,77.60896177632979,83.60383959108314,81.51388965316514,81.58945266523173,77.80354865554384,78.86416646247785,77.78531472076347,81.78407663001957,78.45387285777267,77.15898093434485,80.43903873984259,81.67713605137341,84.1163599863064,79.14609903111351,77.02002607309676,82.49372099087718,174.0
117.0,17.0,73.41042360725373,75.772810795574,76.35652238155821,79.40164804470307,73.24638715211451,74.46941209948768,77.15689173824877,75.11271349030729,74.95560737060734,79.04544343535265,73.94269918356798,74.74720850030427,74.52149648538399,78.07520721065475,78.4218575871286,76.9830784388628,78.765614238806,75.08720560969027,76.24701609080752,76.35186002136238,169.0
156.0,18.0,50.82457565029053,54.79924529841765,56.341145140184125,52.965480967212585,50.36367130473052,54.717640216174246,54.03603602710828,54.516690504159975,54.49672618052911,51.91568322191287,52.97414796996226,56.43967565709928,57.24504451010105,52.43519628391783,53.62327964596975,55.60447279938412,52.48876214346443,55.383907218228885,53.73711329444522,54.44103997907656,126.0
137.0,22.0,10.48596144530691,8.98756093139518,11.036010231438883,13.036248138790903,12.957078423775874,12.608676735802579,13.176654401421663,13.308833931966461,10.846394638989189,16.49370557293493,11.862819479117805,9.46194758299248,11.128603374901612,14.448459016481648,13.300440915186789,15.850551999998185,13.148391087419249,15.599027203914146,11.056082343817222,10.784274318083192,46.0
38.0,24.0,79.75216813113451,79.45701583141776,84.02341733050147,77.89823227344708,81.4681250099328,79.78744581634524,80.22201072518115,79.08623158188537,78.87069530398392,81.49969034358527,78.94794174366768,82.49477938730693,79.83396291271113,78.99968868860554,80.53955928989582,80.28745118235285,78.52629797347795,78.99417075463775,75.76115496603596,84.34934944017351,184.0
59.0,24.0,29.851402942647443,27.542349186468517,23.8862713195883,23.990617089875073,23.986881002365216,24.167541605899896,23.369353568940294,22.711668911450133,26.081279775714698,25.8306140250326,25.594796551844105,24.82986869720148,23.919665953779877,23.103427761423614,25.441723357613583,23.76703583336977,25.673353779096328,24.945950192606936,23.525826847893867,26.357657507580935,74.0
45.0,25.0,68.73814529981206,65.95152817574075,63.48575752187561,70.00370506693965,64.69500559939549,65.18743065782716,68.61161437760073,64.80802434414693,65.64650907562246,67.87704594692346,66.81474388842268,66.39572845057029,66.63704527751084,67.52387519326076,63.272554464178086,66.82227975490417,64.02236524046039,65.47195018926729,66.7366583486785,68.14933142120944,157.0
103.0,37.0,24.505601039264576,23.908470899987744,25.282176700993546,25.57642930199108,28.15208675997581,21.316244212919436,27.016237020746093,27.466106541748527,30.366530099903134,26.648514822967535,31.837420856170247,26.53685797451532,26.90874563906709,26.990983197342313,25.633054753407787,29.89621114590912,26.680398238127196,29.443388717611167,29.862974085287963,23.99468429936735,91.0
18.0,39.0,12.887330290504057,10.343501031513574,11.418047470947053,14.573091750421968,8.107824898229245,12.707389341038267,13.496882363012354,8.216058282762834,12.01187366904838,15.50556634870981,12.390661821581404,9.034456948160274,10.944901820544818,10.516111974207993,11.876716561275174,8.326053548858372,13.802499572439858,13.86872296034662,13.215896023930554,15.382239746716625,61.0
91.0,42.0,39.6056083937462,36.59689017077193,33.64032776875486,36.188788179289986,35.533231853953275,35.8497831366178,42.45216008955999,39.33449976082548,41.57562508698049,38.27362689213078,37.62628454649651,37.30435689772831,35.66213054550276,38.50666078316241,36.84325876997475,41.20767293483921,37.87934049418532,39.51633028899204,40.12292357584,35.332075792154576,118.0
28.0,50.0,74.97294716064393,80.03852188652958,75.93697911373182,75.56404627583095,77.40035469003327,76.17743403169484,76.86418580665327,77.08878927117637,76.06654980587348,75.66784443758237,75.38816221431996,73.67729071565009,75.4134769577045,76.4948255531839,77.27778989896363,75.33409974780984,74.54595175574764,73.308228449602,76.38511757278826,75.8306577493973,202.0
36.0,51.0,85.74387036678084,84.97979349490826,83.72526111004433,85.15373918357858,86.61910937619619,85.59044363900186,81.02508981556345,83.60529477522535,84.05895948982347,83.36177416057627,85.64445379001728,85.76989854266401,83.03344500898154,84.11538585643284,83.10754405929438,79.2006391087305,85.25375209380339,81.64425902073042,84.77670798253035,83.09465454585008,219.0
80.0,53.0,49.38327265900645,52.1224143914945,48.31503518852213,47.68235825884646,49.50045397122168,48.86275499396339,53.64296299695118,48.61987229250005,47.143420936835014,46.756692200137486,50.48248174587393,43.95036582689833,48.318472791295484,50.68084997953968,50.34025304906263,47.119118091081624,49.85156311026101,50.45807658591056,48.09616210771398,49.063162082997096,151.0
49.0,54.0,84.15053679663811,77.32109932193116,79.02768531354889,77.32744627413683,77.07731174958535,82.99009990490806,80.86084485245905,79.77888105041576,78.93904118972573,80.41284419616873,79.58373831169337,79.57239607674784,81.46312120404714,81.61588397587714,78.40687518789916,78.40359133989058,76.3137338169902,80.93296141513983,78.92634690156198,77.52508756567133,212.0
44.0,54.0,51.48149772525648,51.10807756020656,50.23533073107174,50.72772132095223,52.59787675324319,56.12360595740285,49.29843309313055,51.32959706898509,51.275519927278296,51.519404890611504,48.779508335210664,52.33900657804009,53.15618762645253,50.56977043764105,51.37095860334316,52.0620469695514,52.52691741090619,49.76056661755871,49.25840709211098,50.73374585834115,158.0
106.0,56.0,46.501207912306675,47.55870251147081,43.91241592659453,48.56387988344629,48.6822517231555,42.74497170005993,46.91604660039018,47.73550535598102,47.311241142131074,43.27001756503213,41.06542829648892,45.61633832591702,43.86131873983596,46.635998945058745,44.569000833209294,43.34841511293793,43.48230607752842,45.83895220757434,47.05301575848599,44.42801667271326,146.0
4.0,57.0,66.16843791066046,67.83281423781735,68.69327352607601,67.94138330366931,66.11230691942836,68.15004169330562,67.16060984345549,70.92418935937707,69.99348037688739,69.1659033023075,70.10429680161161,69.2481424637108,69.71109135383689,67.87167484348295,67.99104014109555,68.89422553977576,66.94036086051595,69.67317430875393,65.81321445650771,71.77724457289042,195.0
2.0,60.0,89.86497535269402,93.7806484369918,89.37850576612394,91.1230613234395,85.84541552716456,92.19645261281168,89.71239811356934,91.86311648222897,90.28123625755532,89.73246310005835,92.08881933227258,88.78157039111554,89.93286715751738,92.70089097564811,87.12803720871416,88.74617603114791,88.03805927297296,91.3186265698857,94.56174461277536,89.05970040280224,240.0
6.0,61.0,48.379970077825135,47.68139039879083,45.5729037111075,51.47239823696498,43.67123132160581,45.2212327608379,46.260563001310885,49.88670523187628,45.17735257931114,44.26622762376457,47.778826318303814,48.16748126263731,49.03254681551626,43.522087802885025,46.930563315141114,48.87345489529745,45.15833622602896,46.62057372854306,45.95739714353833,47.730416794962665,153.0
20.0,65.0,37.55917412424565,35.0872670063947,33.63419124428292,34.02320687310342,35.18873661412154,35.85621671970058,37.50962580519802,36.85254892729678,33.4523013583073,35.726785365701815,33.81462632073039,34.23051562799668,38.370053022012534,35.47865652347793,37.53020721012902,35.64711237734172,35.08534082371836,37.55646662879002,35.18138610235451,34.86969045693642,137.0
26.0,67.0,96.51852696340954,92.74341579861958,96.31468153858245,94.6762362939216,97.13358792599982,96.70481023804972,98.31609960248214,97.45595996368566,91.64610530745166,94.97506009762421,96.30890646966772,95.56584819872255,95.2948580280307,94.67278010088867,93.63896971581113,93.18844224495717,97.79879321532131,95.71429757067716,94.28243222727403,97.6924554244444,259.0
17.0,72.0,45.48575553415604,44.80706745905183,45.37160909094817,47.87666468569348,47.55495948926991,39.90884380709391,42.99248423954627,44.13010266704402,45.1869237699609,44.68607400472531,44.0766644995219,42.763526386719676,46.37304268947728,44.54854174142141,43.79698092104521,40.66037411766679,43.07943339604714,46.8481706539417,49.15077235157822,44.760898515691586,162.0
153.0,73.0,62.92133959005065,66.36931583209795,66.9175676133748,68.05491319288886,66.37755743675532,65.87471989977398,66.7732350617225,64.61897818839688,66.52630562611776,65.00527785045308,67.95817810226916,68.2825968642723,66.27529430282279,66.8336756675689,65.84746760377908,65.12659642927758,65.96707963317668,62.713062044122424,64.19474958715682,67.04027384164206,205.0
113.0,74.0,83.35112084610266,79.93187760520094,80.2931794336523,81.1968498800136,85.05633162791472,83.5737326253332,82.79740873099998,82.86657104921284,82.97634266651255,82.04459546287565,80.60733566514824,85.55040188868661,82.7636480932572,82.76434733195258,85.00969649561532,87.72442599053903,82.3866765049445,84.49923402821115,87.00036620161029,82.17557237288541,242.0
47.0,75.0,11.70979359923148,10.93468911572102,12.548231603315305,8.398967115974695,11.610194140654682,7.466564515623611,8.155487289828098,9.346458862022162,4.4327547758235415,11.631318034327428,9.952194302584427,10.814764131419953,8.285114580225093,12.211109699497955,10.884121192307177,8.859386147281862,10.387857757681964,12.0910894832479,10.618384438317387,12.891661204811475,97.0
62.0,78.0,20.78287011317771,19.42312010481346,20.37494782776594,23.15234844871624,21.03570062802964,20.137886291715546,18.45052813091697,23.158555991001013,20.820345472855568,22.409875723262694,21.27714178056371,23.22592199075883,20.88782260391466,21.337483579840033,21.890764940280924,25.63216107253698,23.529462407971874,16.73903256123388,20.79484950092834,22.152813977329547,120.0
42.0,82.0,70.85695392310328,71.03891471879832,70.85836568505914,70.33620102605963,69.95073329277983,70.67980330320296,67.10371573079168,69.95690126179696,69.20192325963079,68.96674250482607,68.68206082526481,70.4861226292697,72.41552902112544,71.11471275837692,69.72818429537493,69.9248335946479,69.94792051734863,70.18683707303303,69.38493311572296,68.699355245892,222.0
143.0,82.0,62.01684125182838,64.90596245381629,62.4581016131644,63.89608305252557,61.68392506834829,66.79034381082089,63.290684464142714,64.387264037141,63.544286258430795,63.830029285243555,64.12627163120419,60.37540099567087,67.22240562815877,65.89748934800346,65.72331802155308,61.62564938541953,60.28184097900929,61.90958594171204,60.34760403287791,63.740141734903645,208.0
155.0,84.0,76.32467174658984,72.25988201493264,76.72012937885862,73.13911236216174,72.30014277276113,72.80464146333645,71.94599646181163,76.02504225876507,77.08957614844081,74.34248129083112,75.36357458046336,75.11526071964552,77.02379494725972,75.10571219147111,74.10631228745854,75.80075950989513,73.67956229818658,73.24272250213075,75.41984515354044,71.26791193775928,232.0
92.0,84.0,69.71575513236361,73.02403738328138,71.45667199740873,66.64247191938232,67.43026235836285,72.62548479845043,67.91045327415998,71.26320326669422,70.61123066505175,73.33486322847682,72.3001867330827,69.69231222369667,72.36505009135061,73.51612713858032,70.27049087911772,72.87828695583391,68.2251995364588,67.88061043028175,68.1435672710089,72.77890278125811,226.0
77.0,87.0,55.6225439921095,53.0603479222195,56.63549354001838,56.52734241888363,55.00025321769076,54.633953486632386,54.60699299100686,56.99307920528732,53.89318207726351,55.23621545729387,54.869734597257825,52.789777572571694,54.7566549413884,53.477541665708685,53.71523127585423,56.21576886009042,56.49033997455665,58.802545540524804,56.486422673877385,55.15249903284472,197.0
10.0,88.0,80.86781528432563,80.0065983956522,79.94087760270459,80.10545569791273,79.65725020393346,82.0472162652368,76.98630407775518,80.42234180442087,79.61355763946099,74.1574634813538,81.38101232120724,79.09406943932932,78.63905807470758,79.35682356598062,80.18603520321643,80.24543540896754,82.91723307149898,78.90886298056581,80.15617661192718,75.8246678341298,246.0
102.0,89.0,27.645017270875186,30.624525331630256,25.97136171137507,26.771081367956583,28.79329878654994,28.33530403460116,29.149260332954103,25.199762280948953,28.375815586938604,24.760628560158146,27.618953719578244,27.5748649398465,28.505038196935537,29.792215684633963,29.588137409932166,27.877474788949847,26.098664394460165,26.224461967424972,25.88752251177443,28.160459468834183,143.0
115.0,90.0,58.517130228316304,60.87581570100389,59.33728212431674,60.302257495709156,60.640834482989916,64.26481747875198,58.37615204301016,60.90917847346495,60.528247651739626,58.462978736270436,62.579566883302,54.87925175612806,59.00583958321013,60.82124916066886,58.00847294697265,59.52430511629565,59.2499027056478,58.21115060912253,60.127318664642594,59.40392528203723,210.0
130.0,92.0,91.05071589720347,87.64472792324374,92.5354363253413,90.57370148196567,95.37679318074815,95.53986932142627,92.07423191241826,89.87037061224544,94.89384669709833,91.04487215845481,94.04986718535852,91.61073545818515,94.47604315433058,92.34487006543485,95.47987299839147,92.30098841042096,93.71215608197356,91.93381357538219,93.0144039338227,91.60366048309449,278.0
125.0,93.0,35.64874785516556,36.21053513321529,33.87560113426075,32.64047414076316,39.74381195989406,39.506779709449276,32.981144910998715,35.689838637575605,35.818486127178346,37.31812217985912,38.3391590817388,34.13752934216779,37.872044089340676,34.681016221466685,34.39197557819131,35.73922944908065,34.797829236877206,34.55785876607289,35.44564296614061,36.362574656025174,163.0
34.0,95.0,7.417891771213826,8.783476270698216,13.505116915620986,12.10649720352901,13.407212879016972,10.424989352527966,8.732931008499397,9.46655978879871,7.868067346991152,13.714820201004532,12.2775402360693,10.307702212583731,9.885462454914606,11.487414553399148,10.96318738263889,10.149364290495532,9.839242174165085,9.646648814697349,10.29449035273869,9.69090631823828,117.0
1.0,97.0,77.396188473286,77.40635668392189,77.21621762436064,78.35418449574783,80.51001511605251,79.37575413486954,77.54437254638633,77.80040601579633,80.75631166066272,76.34201055320429,78.53507073252696,77.84532376077598,79.63624917396284,80.00912873904946,78.01329429228177,78.20083110325058,75.91326370566779,79.49311731429037,82.81695279586351,77.66645451299665,255.0
120.0,98.0,17.88016333062118,16.394759398888244,11.562871803133504,12.756135594691683,16.093097751573637,16.454797960418755,13.660848568257645,14.752306012441379,15.15140421071458,15.621826704821984,14.977744495401108,14.891057686792903,14.507192991104521,14.041518321669303,15.86063984270379,11.086908513616754,12.848857326607122,11.216979960393882,13.918039216957986,13.897452538607059,126.0
86.0,105.0,66.23846283434993,65.76501095753258,65.2270224800395,65.4962348973848,67.71418193371512,63.42788521955282,64.51487614023205,67.60184557235736,66.12736291078934,66.42088308864093,69.05315370246869,63.74609266599302,66.50495110089985,66.4906698283161,68.77368420322613,67.87716708981097,65.70824115426646,68.08007011893878,66.54556863866053,70.68081792495197,239.0
119.0,110.0,78.8737619737035,81.37202857084823,81.80850077843276,81.55420386700088,80.23664970997011,80.70274959154739,82.66099431369302,82.61751556676349,80.42031440883993,78.73948624091082,81.61874554236267,80.79068429009577,79.33309022132703,79.31653873618086,78.32771786387502,79.46954950925813,77.7204454356723,81.39350181299831,81.11511211558597,81.64711026188064,272.0
64.0,112.0,54.82840726116703,56.36439620488125,57.35870254563704,52.14732219399612,52.58066886634608,54.29818740963992,53.89219463018461,56.297326979150924,55.492650843904,52.26009139380332,53.34473976335183,58.07475199109447,53.204616704461856,56.94800358017824,54.33208782875874,54.07746925385044,54.376954441574824,56.359150447212684,54.22879860119429,47.97492834733718,220.0
87.0,113.0,67.30333072615703,63.95633486697804,66.67024699783482,66.39066126343053,64.8456296069347,68.31239700576337,62.676703518364256,68.04278941689348,67.84995024063176,65.00162447546234,70.81279424218782,64.40752152383084,67.01458338884974,63.64087742997865,62.64521157638235,67.00239893967272,68.36019715400779,67.34098146414804,65.57747412864674,66.53261483091553,247.0
